Pitch (MIDI),Time (s),Intensity,Tag
52.0,12.322263240814209,0.16298738,OK
52.0,12.35043740272522,0.16779232,OK
52.0,12.37122368812561,0.14695556,OK
52.0,12.392494916915894,0.13874944,OK
52.0,12.417697668075562,0.10628597,OK
52.0,12.441834449768066,0.1429712,OK
52.0,12.460345268249512,0.13518758,OK
52.0,12.477816581726074,0.13564518,OK
52.0,12.512564420700073,0.13991673,OK
52.0,12.532552480697632,0.14381957,OK
52.0,12.551994323730469,0.14263542,OK
52.0,12.581982135772705,0.14787436,OK
52.0,12.601971626281738,0.15191098,OK
52.0,12.62196159362793,0.1536881,OK
52.0,12.65171194076538,0.15462081,OK
52.0,12.667888641357422,0.1594433,OK
52.0,12.692867755889893,0.1583117,OK
52.0,12.71805715560913,0.16117857,OK
52.0,12.738119125366211,0.16436861,OK
52.0,12.760453224182129,0.16208379,OK
52.0,12.792326927185059,0.14810432,OK
52.0,12.807523012161255,0.1450151,OK
52.0,12.83230471611023,0.13638392,OK
52.0,12.862288475036621,0.14524396,OK
52.0,12.88227891921997,0.14676818,OK
52.0,12.902268648147583,0.14899673,OK
52.0,12.932252407073975,0.14850724,OK
52.0,12.952471494674683,0.14728259,OK
52.0,12.972462177276611,0.15497752,OK
52.0,13.002447128295898,0.15433663,OK
52.0,13.022435188293457,0.15388483,OK
52.0,13.037430763244629,0.15451749,OK
52.0,13.067875146865845,0.15192053,OK
52.0,13.092654466629028,0.1503378,OK
52.0,13.111537218093872,0.1545856,OK
52.0,13.130503177642822,0.1511398,OK
52.0,13.162085771560669,0.12835182,OK
52.0,13.181766033172607,0.1197918,OK
52.0,13.20252537727356,0.12345371,OK
52.0,13.228119850158691,0.1287879,OK
52.0,13.252527475357056,0.12829001,OK
52.0,13.272513628005981,0.1272968,OK
52.0,13.302550554275513,0.13764931,OK
52.0,13.31800651550293,0.13615394,OK
52.0,13.342005491256714,0.141367,OK
52.0,13.371187210083008,0.15095267,OK
52.0,13.39063310623169,0.14381436,OK
52.0,13.410578966140747,0.13843322,OK
52.0,13.437345743179321,0.15262128,OK
52.0,13.458176136016846,0.14950436,OK
52.0,13.478176355361938,0.14592853,OK
52.0,13.508159160614014,0.14403704,OK
52.0,13.532915115356445,0.13751653,OK
50.0,13.548162937164307,0.13186562,OK
50.0,13.578366756439209,0.14712182,OK
50.0,13.59835410118103,0.1443162,OK
50.0,13.618337154388428,0.16233955,OK
50.0,13.648566007614136,0.14909802,OK
50.0,13.668777704238892,0.16667137,OK
50.0,13.69154167175293,0.18465133,OK
50.0,13.718034505844116,0.18640746,OK
50.0,13.742790699005127,0.18224561,OK
50.0,13.758795261383057,0.19120453,OK
50.0,13.788769721984863,0.19915833,OK
50.0,13.808766603469849,0.16349705,OK
50.0,13.828600883483887,0.12327004,OK
50.0,13.848573207855225,0.15855065,OK
50.0,13.878740072250366,0.15481462,OK
50.0,13.898722410202026,0.16360289,OK
50.0,13.918704986572266,0.17188768,OK
50.0,13.948683023452759,0.16860147,OK
